idVariable,fecha,valor
1,20/12/1996,22.955
1,23/12/1996,23.582
1,24/12/1996,23.772
1,26/12/1996,23.711
1,27/12/1996,23.912
1,30/12/1996,23.330
1,02/01/1997,23.496
1,03/01/1997,23.954
1,06/01/1997,23.165
1,07/01/1997,22.887
1,08/01/1997,22.887
1,09/01/1997,23.091
1,10/01/1997,23.273
1,13/01/1997,23.127
1,14/01/1997,22.964
1,15/01/1997,22.931
1,16/01/1997,22.939
1,17/01/1997,22.515
1,20/01/1997,22.522
1,21/01/1997,22.620
1,22/01/1997,22.797
1,23/01/1997,22.799
1,24/01/1997,22.633
1,27/01/1997,22.652
1,28/01/1997,22.554
1,29/01/1997,22.043
1,30/01/1997,24.029
1,31/01/1997,23.426
1,03/02/1997,23.938
1,04/02/1997,23.924
1,05/02/1997,23.796
1,06/02/1997,23.710
1,07/02/1997,24.143
1,10/02/1997,24.102
1,11/02/1997,23.795
1,12/02/1997,24.122
1,13/02/1997,24.298
1,14/02/1997,24.649
1,17/02/1997,24.644
1,18/02/1997,24.720
1,19/02/1997,24.874
1,20/02/1997,25.019
1,21/02/1997,25.029
1,24/02/1997,25.047
1,25/02/1997,25.240
1,26/02/1997,25.187
1,27/02/1997,25.242
1,28/02/1997,25.155
1,03/03/1997,25.074
1,04/03/1997,25.069
1,05/03/1997,24.905
1,06/03/1997,24.858
1,07/03/1997,24.819
1,10/03/1997,24.692
1,11/03/1997,24.843
1,12/03/1997,24.870
1,13/03/1997,25.041
1,14/03/1997,25.008
1,17/03/1997,24.803
1,18/03/1997,25.916
1,19/03/1997,25.877
1,20/03/1997,25.871
1,21/03/1997,25.901
1,24/03/1997,25.460
1,25/03/1997,25.510
1,26/03/1997,25.050
1,31/03/1997,24.406
1,01/04/1997,24.763
1,02/04/1997,24.871
1,03/04/1997,24.783
1,04/04/1997,24.786
1,07/04/1997,24.577
1,08/04/1997,24.233
1,09/04/1997,24.271
1,10/04/1997,24.277
1,11/04/1997,24.532
1,14/04/1997,24.508
1,15/04/1997,24.522
1,16/04/1997,24.584
1,17/04/1997,24.549
1,18/04/1997,24.457
1,21/04/1997,24.344
1,22/04/1997,24.316
1,23/04/1997,24.415
1,24/04/1997,24.188
1,25/04/1997,24.052
1,28/04/1997,24.095
1,29/04/1997,23.996
1,30/04/1997,24.028
1,02/05/1997,24.271
1,05/05/1997,24.123
1,06/05/1997,24.002
1,07/05/1997,24.330
1,08/05/1997,24.231
1,09/05/1997,24.669
1,12/05/1997,24.698
1,13/05/1997,24.932
